EntityIdx,SiteLocation
Site-2038,POINT(-26.0320840179233 709.884702751763)
Site-2039,POINT(-892.202538047516 1343.75625024946)
Site-2040,POINT(-1154.37991454098 2032.21643723249)
Site-2041,POINT(-1000.60189111411 2049.37474625201)
Site-2042,POINT(73.7875798725447 272.556544147649)
Site-2043,POINT(161.414072871921 781.206832038743)
Site-2044,POINT(-681.724886739398 2844.61926508811)
Site-2045,POINT(196.993971241526 2393.76973422802)
Site-2046,POINT(-799.130758061242 1163.98053888136)
Site-2047,POINT(241.075976827189 2061.20537797565)
Site-2048,POINT(-769.903947464365 2556.21881459553)
Site-2049,POINT(-1767.03174153213 1647.19380200971)
Site-2050,POINT(29.2681116471057 2676.25091732072)
Site-2051,POINT(-1172.61835615574 1871.82497452876)
Site-2052,POINT(166.978106219436 2659.40751056079)
Site-2053,POINT(81.6774003339225 295.221281579207)
Site-2054,POINT(-1540.34793614086 1581.40702516088)
Site-2055,POINT(-1213.71889040028 638.269191164599)
Site-2056,POINT(403.401228311222 797.673396139595)
Site-2057,POINT(-820.86535104986 3117.41711555784)
Site-2058,POINT(-1802.71046035336 657.421436674042)
Site-2059,POINT(-1092.27105180378 1955.10718010903)
Site-2060,POINT(-1107.24495105045 1970.30247170411)
Site-2061,POINT(-1274.57596404725 1598.11730727097)
Site-2062,POINT(-689.982958277485 2199.38090370571)
Site-2063,POINT(-1245.4697963648 1661.01466119134)
Site-2064,POINT(51.1806361168125 2656.60524478681)
Site-2065,POINT(-1352.76530063607 1788.33063416659)
Site-2066,POINT(222.841119278171 724.444314297853)
Site-2067,POINT(108.83621173892 2656.86503268025)
Site-2068,POINT(-160.3355952318 2788.44852591539)
Site-2069,POINT(1133.04129072426 1097.36703644631)
Site-2070,POINT(-1499.2600324702 1769.90328098186)
Site-2071,POINT(354.74459103575 1026.45834183344)
Site-2072,POINT(-1531.30353980088 2141.43811804374)
Site-2073,POINT(-1172.61835615574 1947.16077394001)
Site-2074,POINT(650.793986523779 2252.50611416187)
Site-2075,POINT(-918.939649736516 3110.19551480454)
Site-2076,POINT(-1359.03915049941 1458.80071730868)
Site-2077,POINT(45.6612351754536 50.5609882532774)
Site-2078,POINT(-1410.15545365931 1702.21640572264)
Site-2079,POINT(-1529.56747076438 1119.44718109331)
Site-2080,POINT(-826.385870089648 1399.21800206618)
Site-2081,POINT(-660.744512561652 2905.38421642456)
Site-2082,POINT(-740.240173686715 1603.02912733086)
Site-2083,POINT(-1599.05057471985 1263.44655689181)
Site-2084,POINT(-1529.56747076438 1081.3109859039)
Site-2085,POINT(-227.671684606186 1436.63287964382)
Site-2086,POINT(-1402.59605549877 1754.34804277154)
Site-2087,POINT(-1803.76862830318 770.45166860678)
Site-2088,POINT(1177.79970070872 460.715527377823)
Site-2089,POINT(-1409.94903859354 1125.43282309274)
Site-2090,POINT(-785.749684368276 2181.67385272071)
Site-2091,POINT(-842.757413583225 2375.34550327327)
Site-2092,POINT(-683.053546843015 1680.8752396532)
Site-2093,POINT(1167.2868039223 530.306165722972)
Site-2094,POINT(-828.757967271405 2996.50302536173)
Site-2095,POINT(-1934.04115927505 1800.56749469799)
Site-2096,POINT(195.992204656008 1607.78677994608)
Site-2097,POINT(1189.07877263638 1150.21066459219)
Site-2098,POINT(-1390.64960507777 2137.29239071851)
Site-2099,POINT(-1447.52917785768 1440.44254160857)
Site-2100,POINT(397.352292079724 1206.61004078476)
Site-2101,POINT(-851.094744507854 2768.83260505728)
Site-2102,POINT(-214.112341748911 1449.91567220746)
Site-2103,POINT(-1792.08158523073 639.783789199865)
Site-2104,POINT(108.83621173892 2656.86503268025)
Site-2105,POINT(-873.404579942018 1854.32638165341)
Site-2106,POINT(-1620.63334813921 2059.37211559572)
Site-2107,POINT(579.943478411923 266.632431213989)
Site-2108,POINT(1072.72258260634 463.867984892812)
Site-2109,POINT(-1479.98927767924 1690.77721580138)
Site-2110,POINT(-924.211960574166 2768.83260505728)
Site-2111,POINT(-1942.02246020143 2077.11916174585)
Site-2112,POINT(-682.439529161344 1808.93419774741)
Site-2113,POINT(-713.140097602285 2208.8949287864)
Site-2114,POINT(-1805.16639373307 866.743653735228)
Site-2115,POINT(-1328.86880356934 1865.67982875346)
Site-2116,POINT(-1172.61835615574 1928.3268240872)
Site-2117,POINT(-1546.26517407039 905.507111603306)
Site-2118,POINT(588.548515744721 289.361399801809)
Site-2119,POINT(685.526322641321 1150.10461463704)
Site-2120,POINT(57.0410904786683 637.877597192334)
Site-2121,POINT(-2005.68835708042 1862.98609064101)
Site-2122,POINT(1189.07877263638 1339.98238470947)
Site-2123,POINT(-457.791280854316 2824.55918421369)
Site-2124,POINT(-1405.49054577004 896.426211429979)
Site-2125,POINT(-1835.68322993192 1648.45451805559)
Site-2126,POINT(-269.360685249253 1496.11436384784)
Site-2127,POINT(969.068235271214 1171.14710041843)
Site-2128,POINT(-1313.21306834773 869.45608788015)
Site-2129,POINT(-1312.57263846766 1849.35180355812)
Site-2130,POINT(-214.112341748911 1503.04684246203)
Site-2131,POINT(-1352.76530063607 1681.0395305334)
Site-2132,POINT(-1492.18802062906 1985.03013099547)
Site-2133,POINT(-1351.13533003444 2166.10872702968)
Site-2134,POINT(-836.623898362204 2973.84011876089)
Site-2135,POINT(27.4475516195665 2422.31123990111)
Site-2136,POINT(-598.755130379402 1508.08797847578)
Site-2137,POINT(-1085.05830987016 2054.5630698756)
Site-2138,POINT(-1411.5913692629 2185.74188751069)
Site-2139,POINT(512.701605187059 2198.72879035102)
Site-2140,POINT(767.46341609356 1328.81373862286)
Site-2141,POINT(219.876959882367 2071.28169796736)
Site-2142,POINT(1017.77273040188 470.571766090023)
Site-2143,POINT(-5.36820097928911 473.582161689789)
Site-2144,POINT(-717.551120368375 3085.0252905925)
Site-2145,POINT(344.433874614078 2014.96840550237)
Site-2146,POINT(-1233.52954522561 1884.70067337759)
Site-2147,POINT(-1447.16074951882 1088.97212953001)
Site-2148,POINT(-1179.78968320233 1801.98258840427)
Site-2149,POINT(-824.997460635755 2190.94590138109)
Site-2150,POINT(-1010.58612778007 2094.38615020365)
Site-2151,POINT(-1100.21138995059 1662.74541495145)
Site-2152,POINT(-159.874970319811 1449.91567220746)
Site-2153,POINT(-864.245236903235 2200.21795004146)
Site-2154,POINT(568.33206495764 2198.72879035102)
Site-2155,POINT(-1813.19455704993 1956.55998620513)
Site-2156,POINT(770.641370587785 1162.51020112788)
Site-2157,POINT(692.049426116327 569.754130760195)
Site-2158,POINT(-1010.6463915715 1975.61425027301)
Site-2159,POINT(-770.019132028442 2498.74453119188)
Site-2160,POINT(-65.3207528714561 2592.07575965114)
Site-2161,POINT(-1546.26517407039 861.602140770138)
Site-2162,POINT(-942.491264590744 2760.38308205453)
Site-2163,POINT(-1421.58319939554 1680.83292695459)
Site-2164,POINT(1058.94534129379 2512.68709473937)
Site-2165,POINT(-1832.85776400731 1964.53839373605)
Site-2166,POINT(170.867799962903 2521.97134008127)
Site-2167,POINT(-1811.59912908342 748.599666479273)
Site-2168,POINT(938.953551133466 403.353484752779)
Site-2169,POINT(-1098.65250757341 2074.55512724372)
Site-2170,POINT(410.451430663262 1026.45834183344)
Site-2171,POINT(-1835.68322993192 1746.68082264188)
Site-2172,POINT(-38.5207352423608 2664.45257836313)
Site-2173,POINT(-1411.30134818697 1774.09372675999)
Site-2174,POINT(-1253.9412190692 1385.82689709694)
Site-2175,POINT(-1719.73877897041 1966.69839448155)
Site-2176,POINT(-1469.0943352664 1181.41201711478)
Site-2177,POINT(322.787558749154 2083.6510847807)
Site-2178,POINT(-1301.17193932387 1956.41375489003)
Site-2179,POINT(-1715.00726206465 1765.75272151029)
Site-2180,POINT(-1652.59034424996 892.540892905691)
Site-2181,POINT(-668.728192305133 1858.35336480467)
Site-2182,POINT(230.903255165918 2393.76973422802)
Site-2183,POINT(-1933.292003834 1894.55677812752)
Site-2184,POINT(228.566505288984 821.142280242903)
Site-2185,POINT(-774.60113233663 1221.17398119257)
Site-2186,POINT(373.395173480183 2809.88844378081)
Site-2187,POINT(420.748074525707 2031.73513162443)
Site-2188,POINT(-1802.71046035336 657.421436674042)
Site-2189,POINT(-1599.05057471985 1298.33316973897)
Site-2190,POINT(1017.77273040188 470.571766090023)
Site-2191,POINT(-1000.60189111411 2139.3975541553)
Site-2192,POINT(-1896.25131455466 2077.11916174585)
Site-2193,POINT(579.943478411923 266.632431213989)
Site-2194,POINT(588.65137945225 378.10564376794)
Site-2195,POINT(36.565332482733 691.906711205876)
Site-2196,POINT(-1652.59034424996 842.011980935007)
Site-2197,POINT(-678.788368756798 2888.6007966247)
Site-2198,POINT(11.075303677157 2488.57235422094)
Site-2199,POINT(-1333.90046005665 858.480859532152)
Site-2200,POINT(-1896.25131455466 2026.5902416698)
Site-2201,POINT(643.094629045939 2274.96368553021)
Site-2202,POINT(14.629057963423 1138.33024892676)
Site-2203,POINT(-721.89839672133 3201.72959213137)
Site-2204,POINT(-826.385870089648 1463.28678580803)
Site-2205,POINT(36.5722864703413 2695.89658985462)
Site-2206,POINT(890.015975669126 540.937999144983)
Site-2207,POINT(773.416294195502 504.028046129467)
Site-2208,POINT(44.2489642741164 2597.23643313046)
Site-2209,POINT(-762.013708735154 2673.34540967525)
Site-2210,POINT(69.3886797787796 3049.6020198667)
Site-2211,POINT(-50.9750729306855 2648.1514945807)
Site-2212,POINT(441.753554221714 2092.66049856763)
Site-2213,POINT(875.525566912298 723.705596765134)
Site-2214,POINT(-1944.89184727258 1908.09420526405)
Site-2215,POINT(73.7875798725447 272.556544147649)
Site-2216,POINT(-589.353719757748 1459.74214177018)
Site-2217,POINT(-750.469881867439 2661.55567582967)
Site-2218,POINT(855.04319785452 723.705596765134)
Site-2219,POINT(-1746.26148029465 1839.93903100949)
Site-2220,POINT(-847.55451661888 2838.09783154432)
Site-2221,POINT(-879.216021669422 2375.34550327327)
Site-2222,POINT(163.084687317134 2393.76973422802)
Site-2223,POINT(-46.4929918261599 1565.98742096641)
Site-2224,POINT(-1268.09483437566 1856.32239561889)
Site-2225,POINT(-592.376885405685 2830.39862628297)
Site-2226,POINT(152.213929010067 793.797528574365)
Site-2227,POINT(-438.520250007787 1525.67354127599)
Site-2228,POINT(-673.033943178408 2985.95472191798)
Site-2229,POINT(-143.594395720054 2788.44852591539)
Site-2230,POINT(-430.946771124442 1500.34133050887)
Site-2231,POINT(-887.379429920031 2256.96108941099)
Site-2232,POINT(337.278965259169 2749.61485941467)
Site-2233,POINT(498.793990244414 2207.2827599058)
Site-2234,POINT(-16.7013331595062 732.555087764021)
Site-2235,POINT(154.843625798958 1041.14444029515)
Site-2236,POINT(-1359.03915049941 1478.14344005588)
Site-2237,POINT(875.525566912298 650.783866494772)
Site-2238,POINT(-1803.76862830318 770.45166860678)
Site-2239,POINT(-1942.39798523 1819.25704205492)
Site-2240,POINT(-195.047469932891 2566.26782281135)
Site-2241,POINT(-1538.51282214127 961.443145409043)
Site-2242,POINT(-57.8457014264482 1634.85161076989)
Site-2243,POINT(-900.628085676089 1863.9227972419)
Site-2244,POINT(1051.37180899707 2496.24615610027)
Site-2245,POINT(1028.50695736815 2609.27696168967)
Site-2246,POINT(-1600.89348966298 968.594462919698)
Site-2247,POINT(-1250.81218980063 1870.51153449824)
Site-2248,POINT(-1092.27105180378 1955.10718010903)
Site-2249,POINT(-1107.24495105045 1970.30247170411)
Site-2250,POINT(242.442725350175 794.497528991066)
Site-2672,POINT(-574.454452004687 4166.89795231304)
Site-2673,POINT(194.91959786388 4630.25296257733)
Site-2674,POINT(88.589039904785 4909.87865042872)
Site-2675,POINT(-858.851996719373 4286.58043411449)
Site-2676,POINT(-588.81242746799 4196.34712250529)
Site-2677,POINT(13.4773419046647 3818.49034406216)
Site-2678,POINT(1016.87905513645 3775.81166727039)
Site-2679,POINT(-1316.6907538275 5254.27027909063)
Site-2680,POINT(1112.9112211465 4278.31907035336)
Site-2681,POINT(370.586469555635 3631.09885452245)
Site-2682,POINT(-1022.9483297251 4203.92318636783)
Site-2683,POINT(-1254.25362388031 4590.53106286576)
Site-2684,POINT(-37.970197214448 4628.60609345016)
Site-2685,POINT(428.255668126901 4613.82515246953)
Site-2686,POINT(65.5894989255957 4591.63865967837)
Site-2687,POINT(-1045.04573284758 5176.73835843391)
Site-2688,POINT(903.256085414029 3376.85859177689)
Site-2689,POINT(66.8998673155354 4895.0392335596)
Site-2690,POINT(1268.0613228836 2811.11378306846)
Site-2691,POINT(-24.2277559817005 5496.63207733161)
Site-2692,POINT(110.278212494035 4895.0392335596)
Site-2693,POINT(-1005.11873664269 4394.67719164081)
Site-2694,POINT(65.5894989255957 4630.25296257733)
Site-2695,POINT(-914.740587880846 4174.87542730998)
Site-2696,POINT(443.603947405704 4633.06375205601)
Site-2697,POINT(1232.29173389906 4048.75766554439)
Site-2698,POINT(-839.592857684427 4174.87542730998)
Site-2699,POINT(1127.84942768047 4260.67991290043)
Site-2700,POINT(-160.551527357192 5438.2101065478)
Site-2701,POINT(-700.363491655324 4164.73090897539)
Site-2702,POINT(-1194.56243967708 4080.94421858401)
Site-2703,POINT(-867.306773656193 4397.9985473067)
Site-2704,POINT(-792.772879303418 4451.30695112783)
Site-2705,POINT(-1025.58072263296 5191.09649477197)
Site-2706,POINT(-1180.6807948811 4171.19308269463)
Site-2707,POINT(903.256085414029 3331.94372120486)
Site-2708,POINT(-792.772879303418 4314.25333089386)
Site-2709,POINT(-1005.11873664269 4308.3392396912)
Site-2710,POINT(-1249.37318102661 4789.52868058299)
Site-2711,POINT(-175.285249944608 3798.24246373553)
Site-2712,POINT(-914.740587880846 4213.39313053329)
Site-2713,POINT(-1180.6807948811 3990.69535447339)
Site-2714,POINT(-81.2039724838946 3798.24246373553)
Site-2715,POINT(-1399.29403213102 5206.84412746172)
Site-2716,POINT(1097.97301461253 4295.9582278063)
Site-2717,POINT(194.91959786388 4591.63865967837)
Site-2718,POINT(-1285.99170318373 5157.45762308946)
Site-2719,POINT(-1386.61525850098 5163.26483911425)
Site-2720,POINT(-947.713692431512 4585.30851766731)
Site-2721,POINT(-341.61399974258 4234.50858662861)
Site-2722,POINT(416.522677544315 3818.60397315657)
Site-2723,POINT(947.347807982891 3376.85859177689)
Site-2724,POINT(-942.770711040404 4674.23537341265)
Site-2725,POINT(-881.08720378201 4378.85853278032)
Site-2726,POINT(-9.79945206458943 5163.8694418028)
Site-2727,POINT(347.520154799031 4486.77134520559)
Site-2728,POINT(71.3131779557636 5137.40615606581)
Site-2729,POINT(905.334611589336 3898.8464493681)
Site-2730,POINT(-1276.12052171579 4599.44148149126)
Site-2731,POINT(73.5766804687025 5325.68850580154)
Site-2732,POINT(65.4059526119714 5496.63207733161)
Site-2733,POINT(-820.805925135322 4165.24600150416)
Site-2734,POINT(-1249.37318102661 4749.62981531889)
Site-2735,POINT(-317.724118057743 4897.98659324427)
Site-2736,POINT(-864.027967819862 4629.98463139283)
Site-2737,POINT(-1117.13177834703 4203.92318636783)
Site-2738,POINT(-282.321176688202 4915.10990555233)
Site-2739,POINT(-355.413240217382 4255.94445545359)
Site-2740,POINT(-355.413240217382 4213.07271780364)
Site-2741,POINT(558.960737606122 3664.34991432191)
Site-2742,POINT(347.520154799031 4529.11864688899)
Site-2743,POINT(-256.819070998384 3725.93760300044)
Site-2744,POINT(-353.127059427285 4880.8632809362)
Site-2745,POINT(949.952389008181 3898.8464493681)
Site-2746,POINT(-849.664833585648 4590.14603441414)
Site-2747,POINT(-721.242228447955 5506.43011958391)
Site-2748,POINT(-670.033820202038 4030.99018381819)
Site-2749,POINT(903.256085414029 3376.85859177689)
Site-2750,POINT(-1052.9164993285 5359.74961612487)
Site-2751,POINT(-282.321176688202 4880.8632809362)
Site-2752,POINT(-1378.88280166583 5346.4483463452)
Site-2753,POINT(903.256085414029 3331.94372120486)
Site-2754,POINT(-757.872418957518 4102.36483724493)
Site-2755,POINT(429.74941477818 4398.98609283636)
Site-2756,POINT(1015.92152672153 4171.81363409687)
Site-2757,POINT(-57.6836531187163 3863.8539726944)
Site-2758,POINT(-1121.95695282068 4140.2539692944)
Site-2759,POINT(433.21048152204 3797.01263132408)
Site-2760,POINT(50.6616645603137 5389.8554937115)
Site-2761,POINT(1190.12999732373 4048.75766554439)
Site-2762,POINT(-366.946621908309 4469.28893350974)
Site-2763,POINT(-136.658473891182 5428.84892153579)
Site-2764,POINT(-430.04746516615 3932.94111481777)
Site-2765,POINT(947.347807982891 3376.85859177689)
Site-2766,POINT(-94.1388073026384 4589.44686903184)
Site-2767,POINT(443.603947405704 4594.58655288305)
Site-2768,POINT(-9.79945206458943 5353.83656194075)
Site-2769,POINT(-847.140330117853 4102.36483724493)
Site-2770,POINT(-888.415503162901 5359.74961612487)
Site-2771,POINT(-87.189998689372 5116.37766176831)
Site-2772,POINT(-1332.13727370765 5272.061782472)
Site-2773,POINT(-1268.57376071072 5344.9420758735)
Site-2774,POINT(903.256085414029 3376.85859177689)
Site-2775,POINT(-1246.05259216967 5182.35858094509)
Site-2776,POINT(497.307867318291 4164.32814024731)
Site-2777,POINT(-19.5899360248293 4716.0345692528)
Site-2778,POINT(-1084.45397074415 4140.2539692944)
Site-2779,POINT(-1411.97280576105 5163.26483911425)
Site-2780,POINT(-1284.22931005268 4749.62981531889)
Site-2781,POINT(-867.306773656193 4397.9985473067)
Site-2782,POINT(-1014.70157074695 4329.9237276786)
Site-2783,POINT(-999.402467569616 4191.84155728017)
Site-2784,POINT(-353.127059427285 4915.10990555233)
Site-2785,POINT(-654.431309940643 4141.67163073245)
Site-2786,POINT(-1046.49419188058 4216.00481545549)
Site-2787,POINT(-878.391102054077 4590.14603441414)
Site-2788,POINT(412.141497219565 4418.35009855578)
Site-2789,POINT(-1386.61525850098 5250.42341580919)
Site-2790,POINT(535.153413651892 3678.07776765294)
Site-2791,POINT(110.278212494035 4924.71806729784)
Site-2792,POINT(1112.9112211465 4278.31907035336)
Site-2793,POINT(1232.29173389906 4091.26240872987)
Site-2794,POINT(-1254.25362388031 4590.53106286576)
Site-2795,POINT(541.441520554082 4042.66742498786)
Site-2796,POINT(-1084.45397074415 4095.80513719501)
Site-2797,POINT(-444.916201482066 3906.85194504474)
Site-2798,POINT(-366.946621908309 4510.42532754613)
Site-2799,POINT(88.589039904785 4909.87865042872)
Site-2800,POINT(903.256085414029 3331.94372120486)
Site-2801,POINT(-1332.13727370765 5236.47877570925)
Site-2802,POINT(-713.149365115367 5481.07600877969)
Site-2803,POINT(541.441520554082 4164.32814024731)
Site-2804,POINT(1294.29847524143 2800.88556753109)
Site-2805,POINT(1039.18794384587 3751.20471085085)
Site-2806,POINT(-801.356376593136 4348.51673595235)
Site-2807,POINT(-113.861464575372 5496.63207733161)
Site-2808,POINT(994.570166427026 3751.20471085085)
Site-2809,POINT(-801.356376593136 4279.98992583536)
Site-2810,POINT(-1180.6807948811 3945.57092241808)
Site-2811,POINT(509.806596839053 3872.35849748329)
Site-2812,POINT(-849.17029988035 5277.6656172727)
Site-2813,POINT(-970.6660012457 5359.74961612487)
